SITE,POC,val1990,val1991,val1992,val1993,val1994,val1995,val1996,val1997,val1998,val1999,val2000,val2001,val2002,val2003,val2004,val2005,val2006,val2007,val2008,val2009,val2010,val2011,val2012,val2013,val2014,LATITUDE,LONGITUDE,MSA,MSA_NAME,COUNTY_NAME
60670010,1,0.077,0.081,0.08,0.078,0.078,0.08,0.083,0.069,0.085,0.086,0.075,0.08,0.083,0.076,0.067,0.077,0.084,0.073,0.081,0.077,0.067,0.071,0.076,0.062,0.07,38.558333,-121.491944,6920,"Sacramento,CA",Sacramento
